date,location,time,unknown,day
24/05/2017,Lomchin Wok,18:43:44,412,WD
7/5/2017,Peche Mignon - Novotel,3:03:30,413,WE
15/04/2017,Sleight of Hand,6:33:15,413,WE
1/7/2017,White Elephant Arena Cafe,15:23:57,413,WE
1/10/2017,The Tuck Box,7:00:12,413,WE
22/07/2017,Varsha,8:55:02,415,WE
30/07/2017,Geeta Fast Food,8:30:56,415,WE
31/05/2017,Peche Mignon - Novotel,6:32:39,416,WD
25/03/2017,Prasad Food Divine,5:20:20,416,WE
10/6/2017,Tindees QSR,4:53:56,416,WE
2/7/2017,Prasad Food Divine,13:31:22,417,WE
22/01/2017,Slice of Lime,19:13:12,417,WE
18/06/2017,Geeta Fast Food,1:25:02,418,WE
29/01/2017,The Tuck Box,20:20:39,418,WE
16/07/2017,Kosmic Sheesha Lounge,15:47:44,418,WE
21/05/2017,Sandrich,20:34:22,418,WE
31/01/2017,Saarthi,21:38:25,419,WD
8/8/2017,Gupta Sandwiches & Snacks,2:57:21,419,WD
20/03/2017,7th Heaven,15:29:10,419,WD
15/07/2017,Varsha,8:50:10,419,WE
2/4/2017,Tindees QSR,14:20:31,419,WE
16/07/2017,Gupta Sandwiches & Snacks,12:00:02,419,WE
5/8/2017,Prithika Hotel,15:07:06,419,WE
11/7/2017,Francesco's Pizzeria,18:22:49,420,WD
21/01/2017,Great World,19:02:06,420,WE
21/02/2017,Varsha,6:21:53,421,WD
22/02/2017,Domino's Pizza,17:51:01,421,WD
27/08/2017,Domino's Pizza,6:41:06,421,WE
13/05/2017,Zeal 3 Seasons Family Restaurant & Bar,2:47:02,421,WE
29/06/2017,Gupta Sandwiches & Snacks,9:48:28,422,WD
25/07/2017,Swastik,3:48:16,422,WD
7/5/2017,Slice of Lime,4:58:27,422,WE
24/09/2017,Tindees QSR,18:05:06,422,WE
16/09/2017,Gupta Sandwiches & Snacks,22:58:44,423,WE
26/07/2017,Sai Sagar,23:17:42,424,WD
29/07/2017,Swastik,18:46:30,424,WE
9/7/2017,Geeta Fast Food,23:55:47,424,WE
8/8/2017,Sai Sagar,17:57:10,425,WD
21/09/2017,Great World,22:04:45,425,WD
26/02/2017,Lomchin Wok,15:32:00,425,WE
14/05/2017,Domino's Pizza,22:11:54,425,WE
24/09/2017,SR Restaurant and Lounge,5:25:57,425,WE
23/04/2017,Sandrich,20:55:05,425,WE
12/3/2017,Tamarind,18:33:24,425,WE
29/03/2017,Sandrich,10:26:24,426,WD
1/3/2017,Sandrich,4:48:04,426,WD
29/07/2017,Swastik,0:43:27,426,WE
5/3/2017,Tindees QSR,12:01:32,426,WE
20/05/2017,Hotel Silver Spoon,1:18:43,426,WE
29/07/2017,Varsha,3:13:15,426,WE
28/06/2017,Sandrich,0:36:46,427,WD
3/2/2017,The Tuck Box,22:59:08,427,WD
16/09/2017,Gupta Sandwiches & Snacks,5:12:02,427,WE
21/05/2017,Sandrich,5:13:22,427,WE
10/6/2017,Geeta Fast Food,10:51:03,427,WE
14/06/2017,Golden Jade - Ramada,15:10:47,428,WD
18/03/2017,Slice of Lime,2:08:26,428,WE
8/3/2017,Bombay Burger's,3:30:20,429,WD
26/06/2017,Aqua Garden Resto Bar,11:18:45,429,WD
12/5/2017,Canvas Laugh Club,23:13:27,430,WD
14/05/2017,Tindees QSR,4:18:45,430,WE
21/05/2017,Zeal 3 Seasons Family Restaurant & Bar,2:25:10,430,WE
26/04/2017,Sandrich,8:37:55,431,WD
3/9/2017,BOX8 - Desi Meals,22:26:41,432,WE
25/05/2017,Sai Sagar,22:43:28,433,WD
8/5/2017,Sai Sagar,18:11:58,433,WD
1/1/2017,Sandrich,5:21:09,433,WE
12/2/2017,Sandrich,2:26:06,434,WE
13/05/2017,Geeta Fast Food,6:30:49,434,WE
28/06/2017,Tamarind,10:21:33,435,WD
19/02/2017,Varsha,13:40:11,435,WE
24/09/2017,Sai Sagar,23:44:45,435,WE
24/09/2017,Golden Jade - Ramada,16:41:38,435,WE
19/02/2017,7th Heaven,20:58:36,436,WE
13/08/2017,Geeta Fast Food,15:40:10,436,WE
20/08/2017,Slice of Lime,11:10:54,436,WE
10/6/2017,Saarthi,9:53:42,436,WE
4/6/2017,Tindees QSR,6:03:33,437,WE
17/06/2017,StreetO,21:12:56,437,WE
7/10/2017,Vedge,12:33:29,438,WE
22/04/2017,Tindees QSR,18:02:38,438,WE
19/03/2017,Swastik,5:02:41,439,WE
3/2/2017,Varsha,22:38:31,440,WD
6/3/2017,Lomchin Wok,0:12:36,440,WD
1/7/2017,7th Heaven,1:40:34,440,WE
18/03/2017,Geeta Fast Food,23:29:15,440,WE
5/8/2017,Prithika Hotel,10:17:28,441,WE
27/08/2017,Gupta Sandwiches & Snacks,20:04:32,441,WE
8/5/2017,Domino's Pizza,5:05:16,443,WD
26/05/2017,Geeta Fast Food,12:56:23,443,WD
23/07/2017,Sleight of Hand,14:54:15,443,WE
7/6/2017,StreetO,6:22:24,444,WD
16/07/2017,Sandrich,20:04:38,444,WE
15/04/2017,Slice of Lime,13:01:13,445,WE
5/6/2017,Geeta Fast Food,16:44:57,446,WD
14/05/2017,Dairy Don,13:18:10,446,WE
15/07/2017,Slice of Lime,7:15:28,446,WE
23/04/2017,Vedge,3:14:39,446,WE
1/3/2017,Golden Jade - Ramada,12:59:57,447,WD
6/8/2017,Sandrich,8:38:59,447,WE
2/7/2017,Varsha,14:56:56,447,WE
23/09/2017,Sandrich,6:32:28,447,WE
11/3/2017,Prithika Hotel,14:33:25,447,WE
2/4/2017,Slice of Lime,5:29:05,447,WE
23/01/2017,Tamarind,1:58:30,448,WD
3/5/2017,Tindees QSR,1:20:42,448,WD
27/08/2017,Rassam Express,1:10:12,448,WE
30/04/2017,Slice of Lime,2:06:19,448,WE
12/8/2017,Bombay Burger's,12:56:23,448,WE
7/1/2017,Tindees QSR,13:49:06,449,WE
6/7/2017,Gupta Sandwiches & Snacks,15:47:42,451,WD
5/3/2017,Saarthi,8:17:33,451,WE
11/3/2017,Sandrich,3:16:01,451,WE
2/7/2017,Sai Sagar,6:58:09,451,WE
27/01/2017,Sai Sagar,18:15:08,452,WD
25/06/2017,Sandrich,9:51:51,453,WE
30/04/2017,Sandrich,11:53:05,453,WE
7/5/2017,Gupta Sandwiches & Snacks,1:02:18,453,WE
30/05/2017,Sandrich,5:09:11,454,WD
23/06/2017,Sai Sagar,19:39:46,455,WD
31/08/2017,Dairy Don,15:17:58,455,WD
2/4/2017,Aqua Garden Resto Bar,14:35:50,455,WE
10/9/2017,Sai Sagar,6:33:02,456,WE
17/02/2017,Prithika Hotel,6:27:09,457,WD
12/8/2017,Saarthi,18:49:31,457,WE
16/04/2017,Tamarind,9:58:24,457,WE
27/05/2017,Bombay Burger's,12:57:20,457,WE
15/06/2017,Zeal 3 Seasons Family Restaurant & Bar,23:07:05,459,WD
12/9/2017,Hotel Silver Spoon,23:07:06,459,WD
25/08/2017,Aqua Garden Resto Bar,17:37:32,459,WD
20/08/2017,Swastik,5:48:31,459,WE
5/3/2017,Swastik,6:58:54,459,WE
21/09/2017,Tindees QSR,21:52:14,460,WD
29/01/2017,Geeta Fast Food,14:45:28,460,WE
19/02/2017,Sandrich,15:09:56,460,WE
29/04/2017,Sleight of Hand,3:01:06,460,WE
23/07/2017,146 East,9:28:14,460,WE
8/3/2017,China Valley,19:37:48,461,WD
12/9/2017,Sleight of Hand,9:54:50,461,WD
31/01/2017,Tamarind,5:28:46,461,WD
1/1/2017,Rassam Express,22:50:54,461,WE
14/04/2017,Slice of Lime,21:00:58,462,WD
10/5/2017,Sai Sagar,6:33:02,462,WD
9/7/2017,Hotel Silver Spoon,5:09:28,462,WE
18/05/2017,Slice of Lime,21:16:37,463,WD
22/01/2017,Dairy Don,0:35:24,463,WE
1/4/2017,StreetO,18:57:16,463,WE
4/8/2017,SR Restaurant and Lounge,2:14:46,464,WD
19/07/2017,Tindees QSR,23:41:39,464,WD
4/1/2017,Domino's Pizza,7:24:16,464,WD
15/01/2017,Sandrich,20:14:56,464,WE
9/7/2017,Tamarind,3:34:53,464,WE
5/2/2017,China Valley,16:08:34,464,WE
23/09/2017,Dairy Don,3:43:13,464,WE
29/01/2017,Sai Sagar,1:38:33,464,WE
27/08/2017,StreetO,20:38:16,465,WE
17/09/2017,Tamarind,11:10:42,465,WE
7/10/2017,Sandrich,6:16:13,465,WE
1/7/2017,Saarthi,15:43:11,465,WE
29/06/2017,BOX8 - Desi Meals,10:12:29,466,WD
19/02/2017,143 East,13:06:02,466,WE
7/5/2017,Prithika Hotel,20:35:33,466,WE
10/1/2017,Tindees QSR,1:38:12,467,WD
30/08/2017,White Elephant Arena Cafe,12:58:55,468,WD
20/07/2017,Sai Sagar,7:13:59,468,WD
9/3/2017,StreetO,17:43:14,468,WD
11/8/2017,Sandrich,18:00:27,468,WD
30/08/2017,Dairy Don,2:55:37,468,WD
11/6/2017,Gupta Sandwiches & Snacks,20:32:57,468,WE
12/8/2017,Prasad Food Divine,22:52:04,468,WE
15/08/2017,Saarthi,15:26:11,469,WD
17/03/2017,Hotel Silver Spoon,9:39:22,469,WD
21/01/2017,Tamarind,10:33:23,469,WE
1/9/2017,Domino's Pizza,5:39:45,470,WD
3/6/2017,Tindees QSR,18:02:37,470,WE
14/05/2017,Swastik,7:10:23,472,WE
23/04/2017,Tamarind,12:30:22,472,WE
13/05/2017,Saarthi,17:45:24,472,WE
2/1/2017,Swastik,8:37:52,473,WD
21/01/2017,Tamarind,9:34:23,473,WE
19/02/2017,Lomchin Wok,5:03:11,473,WE
9/4/2017,Varsha,20:42:33,473,WE
19/03/2017,Slice of Lime,13:07:41,473,WE
24/09/2017,Varsha,5:04:27,473,WE
27/06/2017,Tindees QSR,20:56:11,474,WD
16/07/2017,SR Restaurant and Lounge,19:30:52,474,WE
19/01/2017,China Valley,16:09:47,475,WD
7/5/2017,Bombay Burger's,23:09:16,475,WE
16/09/2017,Domino's Pizza,13:07:05,475,WE
18/03/2017,Zeal 3 Seasons Family Restaurant & Bar,16:22:57,475,WE
5/4/2017,Tindees QSR,18:20:37,476,WD
18/07/2017,Francesco's Pizzeria,6:46:43,476,WD
6/8/2017,Sai Sagar,11:03:53,476,WE
23/07/2017,Sai Sagar,6:21:31,477,WE
23/06/2017,Prithika Hotel,1:26:45,478,WD
30/04/2017,Geeta Fast Food,3:10:39,478,WE
25/03/2017,SR Restaurant and Lounge,1:07:51,478,WE
28/05/2017,Golden Jade - Ramada,8:23:42,478,WE
9/9/2017,Tindees QSR,3:54:50,478,WE
3/9/2017,Tamarind,14:46:15,479,WE
19/08/2017,Tamarind,17:38:36,479,WE
4/3/2017,Dairy Don,13:16:38,479,WE
11/6/2017,Rassam Express,17:21:20,479,WE
14/05/2017,Dairy Don,14:25:15,479,WE
2/9/2017,Gupta Sandwiches & Snacks,12:31:24,480,WE
18/06/2017,Gupta Sandwiches & Snacks,19:57:38,480,WE
6/1/2017,China Valley,19:53:35,481,WD
7/10/2017,Golden Jade - Ramada,5:04:55,481,WE
20/05/2017,The Tuck Box,12:41:54,481,WE
13/05/2017,Domino's Pizza,14:59:45,481,WE
27/07/2017,Francesco's Pizzeria,14:17:11,482,WD
15/04/2017,Gupta Sandwiches & Snacks,13:02:28,482,WE
19/03/2017,Varsha,15:20:57,482,WE
21/05/2017,Hotel Silver Spoon,15:49:09,483,WE
23/04/2017,StreetO,15:00:46,483,WE
6/6/2017,Swastik,5:11:48,484,WD
18/02/2017,Kosmic Sheesha Lounge,23:32:59,484,WE
23/04/2017,Saarthi,23:21:38,485,WE
13/08/2017,Domino's Pizza,0:51:49,485,WE
7/5/2017,Golden Jade - Ramada,12:33:49,485,WE
1/10/2017,Lomchin Wok,23:12:25,486,WE
6/7/2017,Rassam Express,16:01:01,487,WD
15/08/2017,Tamarind,4:25:52,487,WD
22/07/2017,BOX8 - Desi Meals,21:12:30,487,WE
19/03/2017,Sai Sagar,19:09:19,487,WE
15/04/2017,Sandrich,4:05:49,487,WE
20/08/2017,Prithika Hotel,23:35:09,487,WE
19/04/2017,Sleight of Hand,13:22:51,488,WD
3/9/2017,Slice of Lime,0:03:02,488,WE
5/8/2017,7th Heaven,11:20:27,488,WE
29/07/2017,Saarthi,2:40:40,488,WE
17/09/2017,Gupta Sandwiches & Snacks,11:50:09,488,WE
25/03/2017,Sleight of Hand,16:14:08,488,WE
21/05/2017,Rassam Express,21:30:50,488,WE
25/08/2017,Kosmic Sheesha Lounge,12:38:13,489,WD
24/06/2017,Aqua Garden Resto Bar,21:04:28,489,WE
29/04/2017,SR Restaurant and Lounge,12:45:56,489,WE
25/06/2017,Gupta Sandwiches & Snacks,19:15:25,489,WE
5/2/2017,Great World,21:05:47,489,WE
9/3/2017,Tindees QSR,14:46:20,490,WD
2/9/2017,Sandrich,15:03:34,490,WE
15/07/2017,Sandrich,20:45:40,490,WE
17/09/2017,China Valley,11:51:01,490,WE
5/2/2017,Saarthi,14:35:52,490,WE
26/08/2017,Geeta Fast Food,10:35:08,490,WE
9/5/2017,Geeta Fast Food,2:11:57,491,WD
26/02/2017,Gupta Sandwiches & Snacks,4:53:59,491,WE
17/06/2017,Tindees QSR,19:40:50,491,WE
26/02/2017,Tindees QSR,6:36:38,491,WE
21/05/2017,Sandrich,14:41:13,491,WE
18/02/2017,Dairy Don,15:32:16,492,WE
1/4/2017,Canvas Laugh Club,12:19:06,492,WE
12/8/2017,Prithika Hotel,8:59:57,492,WE
18/06/2017,Lomchin Wok,21:06:22,492,WE
21/01/2017,Sai Sagar,2:17:35,492,WE
8/5/2017,Sai Sagar,0:09:21,493,WD
4/6/2017,Lomchin Wok,9:13:11,493,WE
4/6/2017,7th Heaven,11:47:54,493,WE
26/08/2017,Vedge,0:47:19,493,WE
3/9/2017,Rassam Express,17:56:48,493,WE
16/06/2017,Peche Mignon - Novotel,15:38:41,494,WD
4/6/2017,Kosmic Sheesha Lounge,13:53:16,494,WE
29/04/2017,Great World,19:04:35,495,WE
19/08/2017,Tindees QSR,20:48:35,495,WE
15/01/2017,Francesco's Pizzeria,7:51:01,495,WE
18/06/2017,The Tuck Box,18:01:45,495,WE
28/04/2017,Prithika Hotel,16:45:57,496,WD
3/9/2017,Zeal 3 Seasons Family Restaurant & Bar,13:38:01,496,WE
14/09/2017,Tindees QSR,9:39:30,497,WD
20/09/2017,7th Heaven,13:10:18,498,WD
3/8/2017,Canvas Laugh Club,8:15:56,498,WD
4/6/2017,Lomchin Wok,1:50:14,498,WE
5/8/2017,Dairy Don,8:22:53,498,WE
12/8/2017,Slice of Lime,7:44:26,499,WE
4/2/2017,Tindees QSR,8:19:46,499,WE
18/02/2017,Sai Sagar,2:41:02,499,WE
13/08/2017,Sai Sagar,6:09:08,499,WE
29/07/2017,SR Restaurant and Lounge,14:04:37,499,WE
16/08/2017,Domino's Pizza,20:49:55,500,WD
30/04/2017,Sai Sagar,15:12:00,500,WE
30/09/2017,Sleight of Hand,8:46:59,501,WE
16/09/2017,Prithika Hotel,5:25:20,502,WE
19/03/2017,Swastik,2:09:34,502,WE
14/08/2017,Francesco's Pizzeria,14:03:10,503,WD
22/08/2017,Sandrich,13:45:29,503,WD
16/08/2017,Geeta Fast Food,19:20:38,503,WD
3/8/2017,Bombay Burger's,13:10:34,503,WD
19/05/2017,Sleight of Hand,6:16:01,503,WD
17/09/2017,Varsha,5:47:09,503,WE
9/4/2017,Domino's Pizza,10:25:57,503,WE
15/07/2017,Sandrich,18:37:20,503,WE
19/02/2017,Kosmic Sheesha Lounge,4:10:02,503,WE
10/5/2017,Lomchin Wok,6:01:50,504,WD
2/9/2017,The Tuck Box,18:57:07,504,WE
8/8/2017,Sleight of Hand,11:45:59,505,WD
25/05/2017,Canvas Laugh Club,17:11:11,505,WD
27/04/2017,Sandrich,6:12:12,505,WD
7/5/2017,Sandrich,23:45:43,505,WE
23/04/2017,Sai Sagar,23:43:43,505,WE
17/09/2017,Geeta Fast Food,14:28:04,505,WE
20/06/2017,Sandrich,14:10:27,506,WD
19/03/2017,Prithika Hotel,17:35:19,506,WE
15/07/2017,Geeta Fast Food,9:17:50,506,WE
23/09/2017,Dairy Don,22:26:47,507,WE
18/06/2017,Prithika Hotel,14:39:39,507,WE
13/05/2017,Varsha,3:55:40,508,WE
26/07/2017,The Spot,19:15:00,509,WD
4/6/2017,Hotel Silver Spoon,21:19:11,509,WE
30/04/2017,Lomchin Wok,15:05:20,509,WE
26/04/2017,Canvas Laugh Club,19:20:54,510,WD
21/01/2017,Dairy Don,2:18:23,510,WE
17/06/2017,Canvas Laugh Club,21:27:16,510,WE
22/07/2017,Tindees QSR,0:20:47,510,WE
8/4/2017,Bombay Burger's,15:28:07,510,WE
15/01/2017,Domino's Pizza,0:01:55,511,WE
1/1/2017,Bombay Burger's,23:50:05,512,WE
25/06/2017,Peche Mignon - Novotel,21:55:07,512,WE
28/02/2017,The Tuck Box,7:13:00,513,WD
12/6/2017,Swastik,14:31:05,513,WD
24/07/2017,Sai Sagar,4:40:28,513,WD
15/01/2017,Prithika Hotel,17:47:07,513,WE
17/05/2017,Sai Sagar,15:02:42,515,WD
13/05/2017,The Spot,11:35:34,515,WE
13/04/2017,Bombay Burger's,21:04:36,516,WD
2/3/2017,Geeta Fast Food,9:03:27,516,WD
28/01/2017,Tindees QSR,8:45:50,516,WE
4/3/2017,Gupta Sandwiches & Snacks,1:13:32,516,WE
2/4/2017,China Valley,15:31:19,516,WE
29/01/2017,Sai Sagar,16:34:08,517,WE
25/06/2017,Tindees QSR,5:13:44,517,WE
25/01/2017,Great World,7:25:06,518,WD
13/08/2017,Lomchin Wok,5:18:55,518,WE
18/03/2017,Sai Sagar,18:56:02,518,WE
13/05/2017,Sai Sagar,7:12:08,518,WE
4/3/2017,Tindees QSR,1:26:51,518,WE
14/02/2017,Domino's Pizza,22:34:29,519,WD
29/03/2017,Slice of Lime,0:56:32,519,WD
16/07/2017,Tindees QSR,4:00:48,519,WE
25/02/2017,Great World,9:14:08,519,WE
30/05/2017,Slice of Lime,7:29:28,520,WD
26/08/2017,Sai Sagar,6:52:07,520,WE
4/3/2017,SR Restaurant and Lounge,6:55:53,520,WE
1/4/2017,Swastik,6:10:42,520,WE
15/04/2017,SR Restaurant and Lounge,21:27:40,520,WE
22/08/2017,Sai Sagar,13:32:20,521,WD
18/02/2017,SR Restaurant and Lounge,10:21:06,521,WE
17/09/2017,Lomchin Wok,8:37:29,521,WE
30/09/2017,Peche Mignon - Novotel,21:08:15,521,WE
22/04/2017,Sandrich,9:22:28,522,WE
22/01/2017,Geeta Fast Food,2:22:03,522,WE
26/02/2017,Zeal 3 Seasons Family Restaurant & Bar,9:57:05,523,WE
4/6/2017,Prithika Hotel,19:36:17,523,WE
12/8/2017,The Spot,5:02:17,523,WE
5/8/2017,Gupta Sandwiches & Snacks,18:50:08,523,WE
8/7/2017,Tindees QSR,20:51:02,524,WE
29/01/2017,Dairy Don,13:27:29,524,WE
22/07/2017,Zeal 3 Seasons Family Restaurant & Bar,10:54:57,524,WE
4/2/2017,Prasad Food Divine,13:48:38,524,WE
15/08/2017,Domino's Pizza,3:51:25,525,WD
1/10/2017,Slice of Lime,4:19:28,525,WE
15/07/2017,Varsha,22:21:07,525,WE
24/08/2017,Sai Sagar,14:27:05,526,WD
22/09/2017,Golden Jade - Ramada,7:47:12,526,WD
27/06/2017,Sandrich,20:30:18,526,WD
3/10/2017,Sandrich,15:36:54,526,WD
16/07/2017,Prithika Hotel,8:13:09,526,WE
9/4/2017,China Valley,8:57:04,526,WE
21/09/2017,Sai Sagar,4:53:35,527,WD
18/07/2017,Tamarind,7:49:23,528,WD
12/8/2017,Dairy Don,2:20:55,528,WE
29/07/2017,Tindees QSR,16:08:52,529,WE
18/05/2017,Geeta Fast Food,1:02:05,530,WD
9/9/2017,Rassam Express,3:43:17,530,WE
4/2/2017,Slice of Lime,13:36:22,530,WE
28/06/2017,SR Restaurant and Lounge,22:22:04,531,WD
1/1/2017,Sandrich,22:02:27,531,WE
19/03/2017,Tindees QSR,15:52:39,531,WE
5/8/2017,Sai Sagar,16:31:57,531,WE
24/04/2017,Lomchin Wok,18:18:19,533,WD
17/06/2017,Slice of Lime,16:20:40,533,WE
18/03/2017,Sandrich,8:30:45,533,WE
1/10/2017,Domino's Pizza,22:36:14,533,WE
20/08/2017,Sandrich,20:41:09,533,WE
10/6/2017,SR Restaurant and Lounge,0:21:04,533,WE
14/06/2017,Canvas Laugh Club,23:14:52,534,WD
15/04/2017,Sai Sagar,20:26:53,534,WE
12/2/2017,Aqua Garden Resto Bar,21:31:29,534,WE
11/9/2017,Kosmic Sheesha Lounge,11:55:29,535,WD
20/07/2017,Bombay Burger's,4:55:44,535,WD
21/07/2017,Gupta Sandwiches & Snacks,23:10:47,535,WD
22/07/2017,Gupta Sandwiches & Snacks,10:14:13,535,WE
23/07/2017,Geeta Fast Food,23:18:27,535,WE
7/5/2017,Sandrich,20:57:25,535,WE
9/7/2017,Slice of Lime,5:37:51,536,WE
22/07/2017,Sleight of Hand,23:20:27,536,WE
1/1/2017,Francesco's Pizzeria,14:59:59,536,WE
14/05/2017,Sandrich,4:23:26,536,WE
5/2/2017,White Elephant Arena Cafe,9:59:30,536,WE
8/2/2017,Sai Sagar,19:21:02,537,WD
11/9/2017,Domino's Pizza,6:12:09,537,WD
6/7/2017,Sai Sagar,2:09:55,537,WD
23/09/2017,Peche Mignon - Novotel,2:18:39,537,WE
30/05/2017,Varsha,3:43:41,538,WD
19/03/2017,Swastik,16:33:40,538,WE
16/07/2017,Sandrich,8:22:27,538,WE
9/4/2017,Sandrich,8:31:18,538,WE
30/07/2017,The Tuck Box,16:01:23,538,WE
26/08/2017,Prithika Hotel,2:57:14,538,WE
11/2/2017,Tindees QSR,20:50:51,538,WE
11/7/2017,Prasad Food Divine,8:27:59,539,WD
16/09/2017,Sandrich,8:55:03,539,WE
13/05/2017,The Spot,2:22:12,539,WE
7/10/2017,Tamarind,21:11:35,539,WE
21/08/2017,Sai Sagar,14:49:43,540,WD
18/06/2017,Geeta Fast Food,12:32:08,540,WE
27/08/2017,Rassam Express,23:24:54,540,WE
8/1/2017,Swastik,19:08:48,540,WE
22/07/2017,Sandrich,5:17:48,540,WE
27/07/2017,Great World,21:47:32,541,WD
27/09/2017,Peche Mignon - Novotel,9:57:44,541,WD
23/09/2017,Dairy Don,0:06:37,541,WE
17/09/2017,The Spot,4:27:44,541,WE
23/04/2017,Golden Jade - Ramada,18:58:53,541,WE
14/08/2017,Sai Sagar,8:16:59,542,WD
2/1/2017,Tindees QSR,4:37:09,542,WD
4/8/2017,Tindees QSR,12:45:28,542,WD
20/08/2017,Prithika Hotel,21:38:28,542,WE
28/01/2017,Slice of Lime,14:25:39,542,WE
29/01/2017,Dairy Don,3:29:22,542,WE
23/09/2017,Gupta Sandwiches & Snacks,17:28:47,542,WE
7/5/2017,Francesco's Pizzeria,15:55:03,543,WE
12/3/2017,Great World,19:50:59,543,WE
25/03/2017,Prithika Hotel,17:09:42,543,WE
14/01/2017,Sai Sagar,20:56:00,544,WE
19/02/2017,Sai Sagar,3:54:33,544,WE
19/03/2017,7th Heaven,12:42:37,544,WE
18/06/2017,Tindees QSR,20:06:40,544,WE
17/06/2017,Sai Sagar,4:21:29,544,WE
30/09/2017,Golden Jade - Ramada,13:01:47,544,WE
28/04/2017,Gupta Sandwiches & Snacks,5:50:03,545,WD
15/06/2017,Sandrich,5:05:09,545,WD
27/02/2017,Prasad Food Divine,13:45:23,545,WD
4/3/2017,StreetO,22:46:29,545,WE
22/01/2017,Lomchin Wok,3:28:29,545,WE
30/04/2017,Domino's Pizza,15:38:18,545,WE
8/1/2017,Vedge,8:00:59,545,WE
18/03/2017,Sai Sagar,15:13:03,545,WE
2/4/2017,Slice of Lime,2:02:45,545,WE
10/9/2017,Sandrich,21:57:52,545,WE
9/3/2017,SR Restaurant and Lounge,15:47:29,546,WD
13/08/2017,Geeta Fast Food,12:45:12,546,WE
5/3/2017,Dairy Don,4:27:14,546,WE
14/01/2017,Prasad Food Divine,13:07:08,546,WE
25/03/2017,Geeta Fast Food,15:57:04,546,WE
24/03/2017,Prithika Hotel,7:40:29,547,WD
29/01/2017,White Elephant Arena Cafe,5:58:28,547,WE
5/8/2017,Tindees QSR,12:10:00,547,WE
17/06/2017,Sai Sagar,19:35:22,547,WE
16/07/2017,Tamarind,16:14:27,547,WE
7/5/2017,Tindees QSR,13:46:31,547,WE
24/02/2017,Geeta Fast Food,4:34:35,548,WD
24/06/2017,Dairy Don,7:39:33,548,WE
10/6/2017,Swastik,3:19:25,548,WE
23/08/2017,Slice of Lime,7:05:38,549,WD
21/01/2017,Sai Sagar,22:09:08,549,WE
10/9/2017,Sandrich,13:20:16,549,WE
4/6/2017,Dairy Don,13:40:21,549,WE
23/01/2017,Gupta Sandwiches & Snacks,3:52:21,550,WD
9/7/2017,BOX8 - Desi Meals,15:47:20,550,WE
6/2/2017,Aqua Garden Resto Bar,7:07:06,551,WD
5/3/2017,Prasad Food Divine,23:21:18,551,WE
2/4/2017,Sandrich,16:52:32,551,WE
18/07/2017,Sandrich,18:47:23,552,WD
3/9/2017,Aqua Garden Resto Bar,13:25:22,552,WE
10/6/2017,Hotel Silver Spoon,23:47:40,552,WE
29/01/2017,Swastik,13:04:11,553,WE
5/3/2017,Gupta Sandwiches & Snacks,0:54:12,553,WE
25/02/2017,Sai Sagar,14:35:14,553,WE
5/8/2017,Sandrich,16:58:18,553,WE
9/9/2017,Lomchin Wok,17:44:13,553,WE
8/9/2017,The Tuck Box,21:01:13,554,WD
26/01/2017,Domino's Pizza,16:45:28,554,WD
16/03/2017,Gupta Sandwiches & Snacks,8:08:40,554,WD
1/7/2017,Zeal 3 Seasons Family Restaurant & Bar,23:33:24,554,WE
13/08/2017,Domino's Pizza,0:11:21,554,WE
25/06/2017,Sandrich,9:13:00,554,WE
18/03/2017,Peche Mignon - Novotel,9:47:48,554,WE
7/1/2017,StreetO,10:03:04,554,WE
9/4/2017,Sandrich,13:23:22,554,WE
17/07/2017,Slice of Lime,8:11:41,555,WD
29/07/2017,Great World,22:26:44,555,WE
19/02/2017,Slice of Lime,20:57:18,555,WE
9/9/2017,Tindees QSR,16:39:40,556,WE
10/4/2017,Domino's Pizza,19:10:33,557,WD
14/09/2017,Bombay Burger's,9:06:18,557,WD
19/04/2017,Zeal 3 Seasons Family Restaurant & Bar,13:23:22,557,WD
16/07/2017,Slice of Lime,22:06:44,557,WE
21/01/2017,Francesco's Pizzeria,2:17:01,557,WE
1/1/2017,Geeta Fast Food,19:16:16,558,WE
11/3/2017,145 East,5:19:51,558,WE
4/3/2017,Sandrich,23:14:38,558,WE
31/01/2017,Vedge,21:20:02,559,WD
20/05/2017,Gupta Sandwiches & Snacks,21:10:43,559,WE
25/03/2017,The Tuck Box,11:31:02,559,WE
8/1/2017,Gupta Sandwiches & Snacks,5:50:27,560,WE
14/05/2017,Sai Sagar,8:56:36,560,WE
29/04/2017,Hotel Silver Spoon,23:27:53,560,WE
27/09/2017,SR Restaurant and Lounge,23:56:32,561,WD
9/5/2017,Geeta Fast Food,8:05:51,561,WD
16/04/2017,Gupta Sandwiches & Snacks,14:53:03,561,WE
15/01/2017,BOX8 - Desi Meals,19:53:30,562,WE
23/09/2017,Prasad Food Divine,4:45:04,562,WE
16/04/2017,The Spot,23:27:20,563,WE
11/6/2017,Domino's Pizza,5:36:17,563,WE
24/07/2017,Swastik,11:34:06,564,WD
7/8/2017,Prithika Hotel,23:36:51,564,WD
13/08/2017,Great World,19:28:54,564,WE
17/09/2017,Vedge,7:06:51,564,WE
15/07/2017,7th Heaven,11:59:21,564,WE
2/4/2017,Domino's Pizza,7:04:49,564,WE
